Òèðàæ;Øàð 1;Øàð 2;Øàð 3;Øàð 4;Øàð 5;Øàð 6;Øàð 7;Øàð 8;Øàð 9;Øàð 10;Øàð 11;Øàð 12;Øàð 13;Øàð 14;Øàð 15;Øàð 16;Øàð 17;Øàð 18;Øàð 19;Øàð 20
2365;16;10;25;7;56;54;34;42;37;29;28;45;51;52;36;11;13;9;1;49
2366;9;44;42;45;60;26;56;50;22;6;51;19;49;28;13;48;3;55;2;34
2367;7;57;8;41;6;26;44;2;43;9;15;18;14;19;48;59;33;34;32;55
2368;24;31;51;42;19;10;45;18;14;3;38;28;40;2;35;36;20;44;55;46
2369;54;9;42;20;7;49;24;39;36;30;43;25;31;21;13;14;6;16;1;32
2370;8;11;19;18;56;15;50;45;40;5;49;17;7;30;60;9;22;3;1;54
2371;4;33;51;55;56;20;42;40;3;27;37;18;11;32;48;60;29;14;22;9
2372;25;41;40;48;18;36;58;22;1;9;24;39;53;45;42;57;55;2;10;28
2373;37;12;21;44;45;25;5;27;3;29;16;24;9;42;17;1;48;40;53;50
2374;48;3;10;42;15;25;4;7;1;33;59;2;50;56;29;53;54;28;44;9
2375;17;29;47;44;27;52;13;34;55;15;58;14;51;40;18;35;41;22;24;60
2376;10;30;22;45;60;3;58;50;1;46;36;34;27;51;44;12;35;57;59;47
2377;20;18;40;59;36;32;6;2;3;54;60;39;29;25;31;7;28;46;50;26
2378;3;24;58;40;30;18;31;23;49;59;21;53;14;19;9;4;6;25;60;27
2379;6;37;58;22;45;46;20;47;2;34;7;54;57;41;16;38;56;36;19;21
2380;2;35;34;19;36;1;45;14;46;7;3;40;16;53;51;28;54;33;50;23
2381;15;49;50;9;28;26;11;48;51;18;54;46;5;20;39;17;8;12;21;23
2382;19;26;36;3;4;32;46;54;56;23;38;40;8;55;35;60;25;37;33;9
2383;17;33;6;51;40;5;37;48;3;16;7;23;29;54;11;41;35;24;53;14
2384;20;21;25;41;49;1;34;50;23;55;58;9;52;39;16;35;19;44;13;6
2385;14;29;21;46;32;24;47;48;23;27;45;20;51;33;8;49;6;25;11;4
2386;57;40;10;42;58;22;37;39;32;41;23;33;60;49;7;11;59;18;44;31
2387;43;8;16;35;49;48;14;22;1;54;9;18;58;17;12;27;11;37;19;52
2388;34;31;10;26;6;8;5;22;30;52;12;41;19;54;16;27;29;15;50;43
2389;53;22;59;15;24;25;57;58;16;5;26;10;46;32;33;30;48;54;34;21
2390;26;44;7;37;29;13;53;33;10;18;54;4;12;2;43;19;21;57;23;46
2391;55;59;40;15;10;38;45;47;13;20;7;37;9;39;11;54;30;5;19;8
2392;32;41;6;48;50;51;30;27;16;56;12;17;3;55;8;49;36;54;18;26
2393;55;25;38;21;45;14;5;51;23;42;31;56;3;34;8;4;29;35;39;2
2394;3;15;4;60;19;37;44;29;28;17;9;24;20;47;39;54;46;14;36;25
2395;41;4;24;5;49;29;18;21;58;13;8;46;27;1;10;34;60;32;14;52
2396;55;19;51;49;33;11;13;32;20;45;44;58;34;59;25;2;35;50;28;39
2397;10;1;42;18;47;3;48;43;21;12;57;13;41;29;52;51;56;25;2;50
2398;33;15;2;38;42;10;41;50;3;9;30;24;6;49;5;55;40;45;29;56
2399;31;43;56;32;33;40;26;25;6;58;8;13;55;45;11;21;22;34;2;36
2400;18;26;2;27;4;15;34;52;10;45;19;17;35;33;21;54;5;8;37;14
2401;13;29;14;5;54;36;15;58;60;56;34;37;55;22;51;45;3;8;44;4
2402;32;50;17;39;29;3;33;14;60;18;9;44;49;57;4;40;56;41;28;8
2403;19;14;9;32;35;30;53;49;41;2;48;31;3;22;29;27;55;4;57;51
2404;7;11;32;20;18;1;2;39;33;59;52;24;35;29;49;5;57;27;30;48
2405;3;60;38;16;13;49;59;1;58;34;37;7;55;6;31;12;20;4;46;28
2406;42;17;27;45;11;58;24;53;34;55;18;40;5;1;32;37;60;19;33;10
2407;31;22;38;50;35;45;21;55;43;24;58;1;23;54;3;18;60;4;7;42
2408;5;6;54;32;27;47;13;46;21;2;38;18;25;26;28;9;36;33;50;43
2409;43;30;20;25;34;13;5;35;29;4;36;1;12;11;7;38;42;60;3;40
2410;29;58;34;38;19;5;35;9;31;45;40;21;23;36;33;30;13;59;8;56
2411;58;13;41;46;43;23;11;37;20;59;4;35;38;40;18;31;10;55;2;24
2412;37;9;29;17;24;11;25;13;39;3;2;21;36;49;58;33;22;23;28;51
2413;22;24;54;6;41;7;11;27;10;33;59;52;17;35;36;55;40;48;45;42
2414;19;31;30;18;11;44;43;7;23;38;35;29;13;37;49;53;24;55;33;50
2415;27;58;5;23;16;33;9;6;50;41;55;32;12;22;19;1;37;54;52;2
2416;6;60;38;25;18;45;1;49;59;42;35;23;26;17;4;8;39;44;30;40
2417;2;29;51;45;9;36;33;26;10;49;50;44;58;59;42;27;24;17;8;5
2418;4;17;28;25;55;43;29;31;40;19;58;8;11;57;35;10;9;33;18;51
2419;29;58;11;48;56;34;32;53;41;39;52;38;40;54;42;49;6;1;30;50
2420;3;58;44;45;36;26;52;53;34;28;21;10;50;18;55;31;48;59;33;2
2421;42;44;6;56;43;48;19;5;26;50;55;41;4;57;30;39;22;24;58;7
2422;12;39;33;31;50;58;24;60;32;6;13;44;45;8;47;57;41;7;14;37
2423;38;10;56;15;27;19;43;29;8;53;24;7;37;28;41;52;47;26;31;12
2424;8;21;6;11;23;47;36;41;9;52;46;22;51;18;1;12;3;30;26;2
2425;18;34;35;1;24;7;16;31;39;56;53;20;55;46;48;3;37;60;50;21
2426;58;47;35;21;14;33;25;57;28;45;13;22;50;18;16;37;44;52;54;46
2427;22;50;56;37;36;32;46;3;30;31;16;59;4;57;51;49;7;45;1;40
2428;56;8;50;41;38;28;53;60;18;43;44;57;26;45;30;17;31;23;35;10
2429;19;12;38;30;11;46;1;39;55;40;49;23;41;15;22;44;25;43;56;26
2430;27;14;43;58;37;5;51;48;12;17;50;42;59;45;53;35;9;41;1;56
2431;59;3;44;26;24;47;37;8;33;28;15;14;50;1;11;2;20;22;21;60
2432;34;18;7;36;6;56;43;5;29;55;21;19;13;1;38;3;41;39;25;11
2433;39;11;40;33;6;42;41;46;36;28;56;9;20;19;8;38;17;5;22;25
2434;45;40;34;26;31;48;33;47;50;8;21;20;28;9;22;44;14;12;58;42
2435;17;57;53;37;3;7;19;2;49;52;46;11;22;6;28;1;50;34;48;18
2436;36;46;9;21;56;35;27;39;1;58;50;3;43;17;26;48;29;20;51;10
2437;46;35;34;14;26;45;41;3;49;50;60;39;29;48;28;56;9;47;51;53
2438;38;5;54;14;32;19;2;7;48;25;27;18;49;13;35;24;28;52;6;10
2439;23;28;19;36;43;26;54;27;38;50;24;15;46;10;13;20;22;17;29;41
2440;1;15;45;52;16;20;34;12;23;51;30;35;24;38;10;6;18;21;43;2
2441;11;7;13;4;22;51;54;47;39;60;36;46;50;52;49;29;21;40;25;57
2442;56;60;31;55;15;33;22;53;2;44;46;37;21;23;16;11;19;4;28;57
2443;31;25;38;10;30;43;32;5;34;60;7;15;46;48;20;36;33;41;23;1
2444;33;7;3;23;59;54;26;60;46;29;17;56;38;43;11;12;49;32;42;50
2445;47;57;39;2;56;54;53;12;55;37;19;8;20;49;43;25;58;48;31;46
2446;42;31;54;10;38;46;41;52;27;11;44;8;14;32;45;39;24;19;22;5
2447;27;16;43;60;1;5;8;22;40;28;13;45;53;14;39;56;34;2;44;58
2448;12;25;30;43;17;20;33;51;34;53;59;35;23;50;48;27;41;38;6;9
2449;22;20;6;36;8;41;33;42;45;27;28;11;7;35;23;49;29;56;58;12
2450;26;37;18;55;57;60;20;52;40;39;19;58;36;23;48;12;28;13;38;22
2451;7;41;38;60;8;26;19;17;3;1;34;46;14;29;50;51;10;53;6;35
2452;36;57;13;45;2;7;51;8;12;4;43;47;48;33;28;59;6;50;23;37
2453;39;14;60;41;26;36;52;12;51;13;5;25;57;30;59;42;47;21;7;43
2454;40;7;57;56;13;59;20;34;39;1;58;35;29;42;18;46;44;2;36;26
2455;21;15;31;49;56;35;22;57;50;7;9;40;27;26;28;54;17;25;46;29
2456;11;27;19;33;14;25;1;6;13;55;50;17;60;48;57;54;28;16;36;42
2457;11;41;20;50;4;60;32;8;38;19;6;14;49;2;17;27;47;46;51;21
2458;22;11;1;47;2;32;45;31;41;60;44;26;46;55;13;23;57;17;5;30
2459;35;44;10;20;3;28;6;51;19;29;53;26;38;41;24;56;39;11;15;25
2460;49;33;51;24;53;42;58;59;18;4;13;26;60;22;7;30;3;57;20;50
2461;39;47;60;26;9;14;36;50;43;59;11;13;12;53;16;29;6;46;22;4
2462;55;28;18;39;34;58;52;11;29;36;25;24;31;21;43;42;23;30;14;1
2463;37;31;19;41;15;14;29;24;7;56;42;2;44;6;39;17;13;40;38;35
2464;46;38;4;18;57;7;24;48;31;22;56;39;54;23;47;25;32;5;29;51
2465;54;21;24;5;28;36;12;9;48;14;59;33;16;43;3;10;13;20;55;46
2466;36;45;52;15;4;46;34;14;3;33;7;41;5;26;32;58;53;22;55;8
2467;22;40;5;38;15;19;20;25;23;41;49;51;18;28;43;59;50;44;7;31
2468;12;38;51;41;43;7;48;44;26;33;47;54;28;22;53;21;4;55;35;49
2469;27;17;2;18;52;14;9;32;41;20;30;48;42;31;3;35;38;25;58;40
2470;21;2;26;40;39;6;12;24;53;30;58;36;17;1;59;34;16;13;42;55
2471;7;27;43;30;52;54;35;12;32;3;46;21;56;4;2;34;33;13;29;42
2472;48;46;11;2;53;10;20;16;40;59;60;47;6;14;28;54;57;1;58;22
2473;27;54;35;1;12;25;33;3;49;15;30;42;40;52;59;47;7;45;51;24
2474;8;40;52;28;6;4;55;32;27;25;49;47;21;18;15;48;41;10;57;56
2475;41;40;16;57;42;2;3;11;24;48;31;38;54;20;23;21;35;25;22;4
2476;45;34;14;2;55;58;57;29;40;53;38;20;35;19;23;25;22;48;30;47
2477;16;50;14;30;45;42;17;25;41;13;32;8;53;27;10;5;12;22;26;52
2478;15;59;18;19;38;44;28;53;33;41;25;9;35;22;48;10;55;16;50;56
2479;58;14;19;7;45;9;8;10;29;22;30;27;48;40;24;42;17;33;11;56
2480;44;32;11;33;31;7;60;17;28;4;46;21;34;13;56;50;53;37;51;18
2481;50;43;44;1;10;41;56;38;17;23;36;5;20;49;58;52;6;12;31;2
2482;15;50;30;19;60;1;43;8;6;54;3;7;38;44;40;20;13;24;18;14
2483;60;24;42;48;47;21;28;43;41;9;25;45;2;14;37;11;40;18;4;38
2484;4;1;7;3;30;32;17;51;25;24;33;57;48;13;37;58;11;59;21;12
2485;2;7;45;53;4;32;26;15;20;42;37;38;21;58;16;36;19;34;40;49
2486;37;9;12;4;41;32;22;33;38;7;53;40;43;44;1;42;56;2;16;30
2487;43;59;6;55;14;20;42;51;29;28;18;12;48;10;8;9;50;32;25;36
2488;20;40;53;50;12;54;14;32;22;56;15;42;17;8;60;55;18;2;36;33
2489;15;52;35;10;27;47;46;22;53;6;34;5;28;50;60;25;9;41;54;32
2490;58;1;39;27;11;34;55;37;4;40;36;20;24;59;28;44;52;5;60;43
2491;12;39;54;42;60;3;59;35;18;30;47;52;21;46;50;15;56;7;55;36
2492;49;39;44;18;59;58;52;34;57;41;30;6;28;13;23;1;21;42;50;4
2493;25;13;36;35;53;44;28;3;12;22;1;10;33;41;38;49;45;60;39;15
2494;17;50;27;9;21;55;12;26;14;18;22;41;23;45;34;13;57;11;52;1
2495;25;7;14;6;47;26;34;17;16;54;59;1;49;12;20;38;39;52;48;18
2496;30;34;3;23;59;45;55;20;32;35;17;28;52;36;49;56;6;11;41;21
2497;36;21;34;5;1;4;47;12;53;11;23;32;42;33;59;49;8;43;52;31
2498;11;38;13;3;4;21;49;5;7;58;6;42;55;19;50;30;54;12;29;16
2499;30;48;38;22;41;13;26;37;34;1;21;58;15;54;51;59;16;32;40;18
2500;13;35;10;34;41;21;54;37;9;32;40;44;22;18;43;26;36;27;4;11
2501;1;10;31;23;41;27;43;3;59;7;19;38;55;44;11;48;34;35;18;29
2502;33;46;58;13;39;24;56;50;1;27;43;15;6;42;20;54;16;35;8;38
2503;20;2;33;27;5;58;4;48;51;25;30;38;52;9;59;47;45;29;23;53
2504;26;41;27;42;25;58;30;59;28;6;43;45;13;57;24;2;12;15;52;38
2505;10;33;24;26;60;27;29;49;12;2;39;46;17;32;18;52;8;38;43;47
2506;49;21;18;14;36;17;15;16;47;33;52;12;38;30;43;2;40;32;27;45
2507;12;56;49;19;3;10;51;7;6;55;36;9;31;34;4;22;50;25;2;52
2508;38;32;49;15;36;45;5;3;34;28;9;10;52;2;58;26;57;1;29;16
2509;51;14;42;34;56;24;1;10;46;40;37;21;47;58;55;33;2;19;11;32
2510;30;12;16;35;15;5;31;9;57;1;20;29;14;43;3;27;44;23;58;19
2511;34;57;26;17;50;29;49;24;18;19;37;43;6;20;21;33;15;3;47;42
2512;10;22;7;19;23;20;8;43;53;57;45;24;41;44;38;14;15;27;21;6
2513;43;15;51;10;44;54;48;40;50;58;38;14;46;45;56;16;35;25;23;9
2514;21;8;46;15;24;27;30;3;50;29;19;7;11;16;13;51;25;28;32;55
2515;38;22;7;47;27;54;31;26;52;57;18;2;41;49;9;55;32;43;11;48
2516;31;3;5;16;4;15;22;27;32;7;1;9;60;59;28;55;12;21;40;42
2517;46;54;24;60;27;9;35;30;37;6;20;53;36;13;31;25;38;12;57;21
2518;14;39;12;5;50;18;4;51;13;15;30;29;7;22;53;41;31;26;32;54
2519;33;37;47;58;35;40;30;28;8;56;38;43;20;46;31;36;17;24;60;26
2520;40;50;30;26;22;39;52;16;36;21;14;9;17;46;56;3;28;47;51;32
2521;23;54;1;55;12;44;40;35;18;4;9;42;48;59;10;2;36;7;41;17
2522;20;41;33;31;15;51;23;21;1;54;12;14;37;49;22;18;3;11;40;29
2523;58;53;31;55;4;29;7;30;11;60;26;45;10;12;21;32;36;22;16;41
2524;55;41;28;59;44;57;18;21;46;25;40;49;39;37;50;10;51;24;4;30
2525;42;11;56;37;3;28;40;16;26;18;47;59;21;19;39;30;15;49;7;35
2526;4;9;50;21;60;58;29;42;2;37;33;43;28;17;3;49;46;27;15;24
2527;19;47;22;27;12;57;20;5;37;18;30;33;44;59;14;45;54;56;41;16
2528;52;46;41;43;30;11;54;14;42;26;48;31;33;39;37;6;59;18;50;21
2529;7;13;31;10;4;25;3;46;54;57;59;38;6;53;49;36;19;34;8;37
2530;45;49;60;55;39;16;7;20;38;52;47;48;32;58;6;56;42;9;53;50
2531;52;31;55;56;3;10;47;4;40;18;11;15;20;1;26;49;50;57;32;21
2532;44;32;50;46;31;8;33;51;25;2;3;21;53;42;24;22;11;27;37;18
2533;38;39;12;9;48;19;24;3;26;18;60;15;46;1;16;27;51;43;56;17
2534;48;20;18;11;21;35;6;45;27;4;40;54;12;50;19;8;42;22;1;51
2535;8;51;10;15;32;18;44;38;20;34;30;37;31;14;54;46;23;29;36;42
2536;8;30;34;1;35;20;60;40;57;7;42;13;37;48;59;14;6;24;36;58
2537;1;25;4;51;59;36;43;39;21;34;54;44;28;48;19;32;18;40;7;47
2538;37;25;12;60;2;34;54;48;33;38;16;14;50;57;13;6;15;28;44;1
2539;55;12;38;36;11;57;42;1;50;7;35;4;24;46;31;29;22;14;56;33
2540;25;29;22;4;38;13;42;37;43;55;56;24;40;23;30;44;12;15;27;10
2541;34;27;26;38;6;16;36;51;31;20;11;25;1;53;29;42;5;48;44;9
2542;13;3;23;41;51;21;35;54;53;34;20;58;32;44;45;43;59;40;25;37
2543;36;35;21;56;60;15;5;11;58;16;17;6;51;7;34;24;40;59;52;47
2544;38;11;25;19;27;41;21;60;54;43;26;53;46;22;36;7;12;42;20;10
2545;34;18;12;25;54;56;36;10;48;51;37;24;49;42;35;9;45;4;3;50
2546;45;22;4;13;25;39;23;6;43;33;32;8;46;60;1;41;26;15;14;7
2547;42;54;46;57;50;11;55;17;58;13;6;19;49;27;36;22;38;51;60;37
2548;58;47;2;19;39;55;56;5;43;29;18;30;32;57;45;37;10;60;3;1
2549;52;11;38;18;37;13;44;36;34;57;19;1;14;41;16;29;26;4;21;51
2550;50;42;36;47;27;34;14;5;38;33;23;24;56;18;51;46;2;57;12;45
2551;41;58;59;24;11;47;12;40;19;33;50;23;42;4;32;18;39;26;34;10
2552;12;3;43;49;13;19;59;57;54;33;9;38;15;6;18;52;4;24;58;28
2553;5;58;49;40;33;45;8;50;13;42;54;15;59;25;39;27;20;3;55;36
2554;52;35;20;29;45;37;7;49;9;16;3;15;55;54;10;32;24;27;5;59
2555;6;60;28;51;14;27;3;24;1;50;41;29;25;57;4;23;13;16;26;43
2556;48;2;42;20;23;22;33;32;53;55;38;12;34;18;1;4;60;24;37;50
2557;2;24;49;31;33;34;52;48;58;11;55;32;53;20;59;51;54;29;7;43
2558;37;30;31;24;13;11;27;59;4;41;12;20;53;58;18;40;9;56;6;44
2559;19;9;13;31;51;56;42;46;40;52;28;43;34;44;10;48;6;38;36;4
2560;25;9;55;36;7;4;19;17;52;5;46;42;38;41;33;12;35;47;13;16
2561;31;44;58;19;2;45;41;30;20;53;3;15;28;10;37;34;32;36;22;1
2562;25;50;7;14;40;31;23;58;51;57;11;2;32;43;12;55;48;46;35;9
2563;17;60;50;39;6;54;57;46;38;48;37;27;8;43;59;58;40;9;7;15
2564;3;41;14;47;37;1;21;23;26;38;18;29;52;34;39;42;27;36;30;7
2565;40;54;42;48;58;53;19;12;59;26;39;49;60;35;56;36;15;1;51;27
2566;34;60;46;7;3;47;17;55;49;5;40;53;41;11;38;4;9;15;35;39
2567;55;52;48;54;12;41;39;51;34;56;3;23;45;57;10;33;16;29;44;37
2568;51;19;4;40;1;57;20;42;17;60;37;58;35;21;33;50;12;6;52;23
2569;18;32;3;2;10;9;51;17;49;46;11;60;56;40;1;14;42;16;6;28
2570;20;11;8;58;48;56;32;52;42;6;51;38;5;4;14;13;22;57;54;59
2571;16;26;55;6;36;54;47;49;29;42;23;44;18;34;12;53;56;48;32;2
2572;8;56;27;57;51;11;43;26;9;38;53;58;13;48;17;24;15;19;60;44
2573;27;26;10;41;38;14;57;3;44;1;11;13;43;51;46;25;45;9;8;42
2574;37;23;7;27;6;55;33;8;15;45;43;44;35;59;25;14;2;47;17;29
2575;31;12;30;23;37;28;52;19;4;60;5;56;20;13;59;43;27;46;47;25
2576;51;4;8;33;58;6;9;56;57;5;23;30;12;26;7;37;50;52;46;3
2577;10;57;9;20;26;32;49;17;8;15;2;58;25;28;40;11;46;16;19;44
2578;9;41;15;8;50;18;58;26;35;13;27;43;46;56;60;24;23;28;49;57
2579;14;4;8;57;35;60;28;17;44;27;18;38;43;9;33;1;5;50;39;41
2580;3;60;34;46;7;44;40;33;42;38;25;54;23;2;56;36;29;22;18;11
2581;56;23;41;34;15;55;11;3;42;9;6;31;46;30;14;20;58;47;44;17
2582;27;49;43;44;33;52;51;30;17;23;26;7;4;53;6;31;16;54;3;48
2583;4;41;16;7;51;32;57;36;2;50;59;5;56;8;45;15;60;37;24;12
2584;9;31;57;29;12;58;25;8;23;6;47;26;56;32;40;45;52;60;16;18
2585;50;57;26;6;31;42;10;48;45;27;30;16;2;60;8;46;19;21;20;24
2586;40;30;48;20;9;58;10;38;22;21;47;43;17;24;16;50;55;28;46;5
2587;36;6;18;55;29;2;39;34;4;24;31;44;35;40;43;21;13;52;30;23
2588;4;21;8;34;30;24;47;3;40;9;55;57;6;19;28;16;49;45;59;53
2589;35;19;43;16;21;50;10;60;17;27;15;4;12;33;46;41;48;9;26;57
2590;44;22;18;23;13;35;45;6;8;9;10;15;49;32;48;54;12;47;38;59
2591;3;46;28;17;32;20;41;21;31;29;60;14;27;39;58;22;18;4;38;34
2592;44;45;26;57;31;14;47;10;50;28;3;55;29;46;2;60;30;24;51;49
2593;11;34;46;37;38;32;60;26;44;3;57;50;28;1;35;53;27;40;12;7
2594;37;50;28;16;60;54;29;7;51;13;44;14;57;35;6;33;56;31;36;43
2595;57;3;19;30;60;26;24;47;36;25;58;16;15;40;52;53;41;1;32;46
2596;58;5;40;44;14;9;19;26;4;11;8;24;13;6;38;35;47;39;33;28
2597;15;4;27;50;29;5;14;21;30;22;10;43;46;13;55;56;52;38;2;51
2598;11;47;9;8;19;13;50;51;49;32;24;26;42;28;3;14;22;52;20;44
2599;55;44;58;2;34;25;1;26;41;28;53;7;20;31;9;46;24;48;21;42
2600;27;17;33;35;46;37;43;55;1;6;57;59;44;18;23;38;5;12;4;11
2601;36;46;30;24;20;10;23;54;39;41;44;60;43;57;35;33;37;59;45;2
2602;22;23;8;10;44;30;13;36;57;38;52;12;26;50;7;32;47;42;4;5
2603;22;33;37;56;30;11;10;58;35;31;28;7;9;52;23;20;16;43;3;17
2604;46;51;14;16;10;55;31;38;44;25;1;15;32;48;27;59;12;11;33;45
2605;13;49;8;26;44;9;38;32;37;53;59;27;48;33;11;34;42;20;12;10
2606;9;60;6;35;42;4;2;31;45;3;26;47;48;51;55;37;41;16;18;52
2607;10;43;31;24;12;59;25;47;46;41;32;21;36;22;54;2;13;57;52;16
2608;44;58;55;46;11;25;12;20;52;21;4;30;59;9;40;27;42;7;53;10
2609;57;9;43;48;58;42;16;54;44;35;30;5;38;47;17;59;60;10;41;22
2610;13;14;5;31;32;50;1;33;49;44;9;25;59;17;46;11;48;38;30;27
2611;44;34;18;3;42;29;52;40;27;56;46;32;35;57;19;1;33;21;9;53
2612;7;41;17;11;39;57;33;22;45;48;2;58;23;46;40;6;29;31;53;9
2613;36;46;25;28;16;17;21;33;41;4;44;51;54;50;7;48;8;52;10;59
2614;8;6;35;29;25;60;50;2;49;47;56;31;36;42;4;55;10;1;48;30
2615;55;4;38;52;14;42;21;56;44;39;19;53;2;40;45;29;32;34;46;33
2616;43;27;10;45;49;16;11;60;50;7;21;2;19;12;6;5;53;51;8;20
2617;18;33;39;26;49;11;42;25;1;24;35;44;55;59;50;40;36;27;57;60
2618;60;28;32;40;55;17;30;53;14;39;48;8;47;18;3;46;35;41;44;58
2619;57;28;43;1;24;18;45;60;29;10;47;3;30;13;22;40;20;26;54;32
2620;6;12;31;20;28;14;18;27;43;56;19;34;37;50;41;29;32;22;42;33
2621;49;48;39;24;15;60;28;17;47;16;55;56;26;41;54;40;12;23;6;8
2622;50;54;46;40;23;31;26;21;15;41;56;33;44;4;18;30;59;25;38;27
2623;15;51;3;11;29;32;55;34;58;8;60;57;46;10;20;49;9;4;13;41
2624;55;38;2;33;1;14;12;34;22;6;27;26;31;29;8;51;57;18;49;47
2625;27;23;16;14;51;50;24;34;29;45;28;3;37;39;60;7;35;33;58;46
2626;6;50;58;22;27;9;35;42;43;26;8;38;11;32;21;41;10;18;29;40
2627;16;32;58;29;48;8;28;40;42;10;17;45;57;19;26;31;44;60;55;6
2628;9;29;46;58;34;22;19;30;10;4;55;44;12;6;54;49;8;41;28;60
2629;23;24;13;8;53;48;43;20;27;60;29;5;3;21;46;14;47;1;30;9
2630;59;39;36;21;6;8;2;5;4;32;37;44;22;17;47;54;56;20;46;7
2631;21;46;56;22;58;28;57;40;11;4;32;45;25;60;18;16;43;47;35;44
2632;3;8;34;19;1;56;5;2;41;51;20;10;36;35;30;42;14;44;26;57
2633;24;42;35;60;54;8;28;39;15;7;9;12;17;33;3;14;4;47;27;32
2634;26;16;60;18;33;30;14;7;20;51;49;5;12;54;52;15;59;24;29;42
2635;24;36;5;39;34;25;23;46;31;57;11;58;52;38;14;16;9;53;13;50
2636;34;38;54;4;16;45;58;46;57;53;28;23;48;27;60;49;35;2;43;51
2637;39;51;57;24;15;7;18;14;31;35;34;10;43;40;60;30;6;5;11;45
2638;47;27;12;43;56;3;50;31;46;23;42;6;44;7;2;60;55;16;24;22
2639;10;21;30;46;17;20;49;12;47;40;60;48;59;57;28;52;32;1;25;5
2640;57;56;6;41;14;59;54;49;17;32;2;5;29;7;55;52;42;22;10;15
2641;46;1;6;60;15;11;48;33;29;41;39;18;7;3;40;31;51;35;36;49
2642;11;37;32;12;10;44;46;25;33;42;9;38;18;30;3;2;47;57;49;53
2643;6;36;5;24;23;38;47;7;57;18;56;37;43;13;45;48;46;34;31;25
2644;46;16;40;57;43;33;31;3;41;29;48;24;44;28;26;6;30;14;32;22
2645;48;13;6;17;26;3;4;22;46;2;43;34;7;53;41;54;11;29;24;5
2646;42;35;10;9;38;25;14;40;11;15;48;49;23;55;41;28;16;54;36;4
2647;44;49;47;12;3;36;35;52;15;19;58;22;18;27;5;54;40;6;14;43
2648;44;1;58;40;36;51;39;12;35;2;41;50;42;5;24;11;54;17;56;31
2649;14;13;47;36;11;7;39;16;45;5;54;41;51;52;19;60;50;48;15;6
2650;1;2;41;14;12;6;56;55;8;3;45;10;28;16;25;29;53;4;21;5
2651;43;41;13;45;17;34;10;47;52;24;25;55;12;27;54;59;9;6;7;58
2652;17;59;2;23;48;60;21;16;6;12;15;34;30;5;28;54;8;7;3;44
2653;23;2;50;60;6;32;48;44;29;38;56;59;18;1;5;9;27;30;45;49
2654;39;40;14;55;54;25;42;27;12;19;47;34;46;26;57;4;6;56;16;48
2655;34;41;26;50;28;54;59;46;23;51;3;21;55;38;4;9;11;10;35;58
2656;39;59;26;14;11;29;18;35;30;56;17;47;36;40;15;46;8;54;25;60
2657;28;32;58;48;12;54;6;1;36;37;39;46;29;50;11;14;53;57;44;49
2658;57;41;34;4;52;2;37;54;39;16;43;38;15;51;47;46;21;9;3;33
2659;2;16;18;1;3;38;17;36;34;57;7;29;11;15;25;33;12;35;48;23
2660;2;23;9;28;4;47;43;7;14;11;35;56;46;54;31;52;22;55;26;34
2661;21;18;46;56;58;5;48;33;12;13;41;32;47;31;45;7;24;34;23;49
2662;35;1;24;37;36;15;60;51;6;57;17;49;12;33;11;14;13;42;18;5
2663;57;59;33;15;48;3;18;58;24;26;22;20;45;25;50;29;51;6;38;14
2664;25;6;46;17;35;52;4;21;26;49;2;45;11;18;16;55;40;8;29;31
2665;25;42;18;21;20;47;60;57;56;41;58;11;55;37;2;15;43;4;29;9
2666;12;56;45;30;29;6;53;3;54;42;19;13;4;11;52;46;43;37;28;25
2667;17;9;4;44;23;27;56;34;58;51;47;43;22;15;35;25;42;41;32;39
2668;39;49;32;60;36;14;38;33;19;57;56;27;8;23;48;37;10;6;24;54
2669;7;8;6;58;19;33;5;34;49;51;45;23;11;21;55;2;24;40;17;38
2670;42;27;23;2;37;38;40;60;24;17;20;25;19;28;53;30;49;4;9;11
2671;44;41;55;26;59;57;9;20;47;35;33;37;13;14;24;56;53;10;7;42
2672;16;26;23;29;44;37;49;40;18;36;45;28;42;46;24;32;38;12;15;1
2673;40;25;17;18;29;59;46;44;50;43;54;37;5;4;51;26;15;39;14;11
2674;60;41;51;15;12;39;56;23;9;2;42;4;40;59;26;14;47;13;10;27
2675;56;30;18;14;53;50;19;55;49;6;32;3;34;41;57;2;39;45;8;37
2676;40;23;17;18;58;9;33;44;24;52;46;14;12;4;1;49;34;5;8;25
2677;23;56;8;19;7;17;22;58;32;55;53;36;13;39;16;12;31;33;24;38
2678;36;47;7;6;32;38;28;33;25;41;52;46;9;39;21;53;15;45;35;19
2679;32;13;22;52;17;28;4;36;60;19;5;55;12;56;45;30;11;57;18;38
2680;40;48;27;51;29;3;34;39;8;59;6;43;50;25;57;19;31;12;9;26
2681;29;5;22;36;46;37;19;12;58;54;33;7;14;17;49;9;20;1;3;11
2682;30;45;24;12;59;49;9;57;21;34;53;37;5;50;56;13;29;20;8;36
2683;6;44;49;24;20;2;23;33;11;18;52;7;30;58;10;38;8;45;27;48
2684;8;11;57;39;3;42;9;37;15;31;13;30;48;49;24;28;14;52;33;58
2685;16;18;22;7;33;26;29;5;56;2;59;40;9;44;47;13;34;45;51;27
2686;51;13;42;7;49;45;34;32;30;14;6;1;47;48;57;15;41;53;26;12
